region,tenure,age,income,marital,address,ed,employ,retire,gender,reside
2,6,24,17,0,2,1,1,0,0,1
1,25,46,45,0,13,1,12,0,1,1
2,15,39,32,0,19,2,2,0,0,1
3,32,35,57,0,12,4,5,0,0,1
2,22,39,63,0,0,4,9,0,0,1
2,8,22,25,0,3,4,0,0,0,1
1,3,31,22,1,4,1,1,0,0,2
2,32,54,155,0,6,2,20,0,0,1
1,49,54,30,0,24,2,5,0,0,1
2,2,28,46,0,7,3,0,0,1,1
1,39,47,68,0,1,4,10,0,1,2
1,42,33,67,0,2,2,5,0,0,2
1,28,36,69,0,3,3,2,0,0,1
2,41,46,47,1,14,2,11,0,0,5
3,67,50,83,1,31,2,12,0,0,2
1,38,40,34,0,15,2,11,0,1,1
2,18,38,45,0,8,2,2,0,1,4
2,6,42,29,1,17,2,2,0,1,2
2,4,36,21,0,0,2,1,0,1,3
1,13,23,30,1,3,3,0,0,1,4
1,20,35,78,0,0,4,7,0,0,1
1,34,49,61,1,27,3,15,0,1,2
1,46,29,90,1,4,5,3,0,0,4
1,48,41,43,0,21,2,7,0,0,1
3,69,61,301,1,12,2,37,0,0,2
1,32,34,32,1,7,2,15,0,0,4
1,29,29,41,0,9,2,9,0,0,2
3,55,52,127,0,22,1,28,0,1,3
3,72,60,271,1,36,1,43,0,1,2
3,29,26,32,0,1,3,2,0,1,1
2,50,25,36,1,1,4,2,0,1,5
3,35,50,293,1,11,3,21,0,0,2
3,11,63,41,0,9,3,3,0,0,1
1,9,29,39,0,9,3,5,0,1,1
2,51,48,58,0,27,1,18,0,0,1
1,33,34,28,1,2,1,3,0,1,3
1,25,20,15,0,0,2,0,0,0,2
3,31,34,105,0,9,4,7,0,1,4
2,67,40,80,1,10,4,8,0,1,2
3,55,45,36,0,8,2,9,0,0,3
3,19,50,112,0,7,4,3,0,1,1
1,39,34,55,1,11,4,10,0,1,4
2,52,35,40,1,8,4,1,0,0,2
3,55,37,23,1,15,2,0,0,1,5
2,25,62,28,0,27,4,33,1,1,1
3,33,58,21,0,12,2,23,1,1,1
2,48,35,63,0,5,4,12,0,0,2
2,48,31,52,1,12,4,3,0,0,3
2,49,57,189,0,3,1,31,0,1,3
3,54,32,50,1,0,1,15,0,0,3
1,45,32,23,1,9,1,15,0,0,4
3,4,37,33,1,1,2,15,0,1,5
3,49,27,29,1,3,3,6,0,1,3
2,23,35,96,0,2,3,4,0,0,1
2,31,44,80,0,23,5,15,0,0,1
2,55,44,68,1,2,2,15,0,0,5
1,9,28,30,0,7,1,4,0,1,6
2,55,57,34,1,25,2,12,0,0,3
1,34,30,35,0,3,2,2,0,1,3
1,10,23,36,0,4,2,1,0,0,3
2,62,76,35,0,20,3,18,1,1,1
2,51,36,62,0,13,3,9,0,0,2
1,65,48,94,0,28,1,25,0,0,1
3,53,33,60,0,1,1,6,0,0,2
1,23,35,118,0,4,2,11,0,0,1
3,1,30,135,0,3,4,3,0,0,3
3,66,55,80,0,20,2,24,0,1,1
3,8,27,21,1,0,3,3,0,1,2
3,18,28,22,1,3,1,2,0,1,5
3,36,32,63,1,3,4,7,0,0,4
1,13,40,142,0,16,2,18,0,1,1
3,4,44,32,0,15,3,0,0,1,1
3,20,32,19,0,10,3,5,0,0,1
1,66,39,60,1,12,4,10,0,0,3
3,67,47,97,1,7,1,23,0,0,4
1,11,24,31,1,0,2,3,0,1,4
1,6,26,30,0,7,3,1,0,1,2
2,13,23,31,1,4,1,5,0,1,4
2,2,29,44,1,3,2,9,0,1,6
1,4,40,38,0,12,2,5,0,0,1
1,34,63,23,1,10,2,0,0,1,2
1,13,34,37,1,6,3,6,0,0,4
2,37,40,26,1,14,2,0,0,0,5
1,45,30,38,1,8,2,5,0,0,6
2,71,70,153,0,30,3,34,1,1,1
1,35,40,49,0,5,1,20,0,1,1
3,44,41,51,0,21,3,7,0,0,1
3,44,45,88,1,19,1,21,0,0,2
1,26,41,19,1,20,1,0,0,1,6
2,42,46,31,1,9,1,12,0,1,3
2,41,47,90,1,6,2,19,0,0,3
1,31,24,14,1,3,1,0,0,0,4
3,62,63,341,0,43,2,30,0,0,1
1,12,23,24,1,2,4,0,0,1,8
2,45,49,81,1,27,2,7,0,1,4
1,47,34,63,1,4,2,13,0,1,4
2,23,22,27,1,1,1,4,0,0,5
3,39,34,20,0,4,5,3,0,1,1
2,19,26,48,0,2,3,0,0,0,2
1,13,54,121,0,12,4,23,0,0,1
2,5,33,39,0,6,3,4,0,0,3
2,11,19,21,0,0,2,0,0,0,1
3,4,32,53,0,2,4,5,0,0,1
3,17,42,58,0,8,1,23,0,0,1
2,7,27,39,0,3,3,2,0,0,1
1,19,65,108,0,3,1,33,0,0,3
2,32,34,38,1,0,1,10,0,0,4
2,53,51,245,0,31,4,0,0,0,1
1,51,38,51,0,19,1,18,0,1,1
1,35,34,78,0,7,4,10,0,1,1
1,3,31,23,1,4,4,4,0,0,5
1,22,48,88,0,7,4,12,0,0,1
3,17,21,25,1,0,2,1,0,1,3
2,68,39,73,0,20,2,16,0,1,1
2,27,41,62,1,7,4,15,0,1,2
3,68,52,456,1,8,3,30,0,1,4
3,56,42,24,1,10,2,5,0,0,2
3,11,32,23,0,8,2,0,0,1,1
3,5,47,46,0,7,1,6,0,1,1
3,16,50,263,0,5,2,29,0,1,3
2,59,30,34,0,2,4,2,0,1,1
1,60,64,33,0,14,2,13,1,0,1
3,55,47,37,0,11,1,11,0,0,1
1,18,56,296,0,22,2,25,0,0,1
2,16,22,26,0,0,3,0,0,1,3
1,35,57,47,1,32,4,12,0,0,2
3,31,23,31,1,1,3,1,0,1,2
2,20,49,264,1,5,2,29,0,1,2
2,16,27,41,0,5,4,2,0,1,1
2,69,48,55,1,27,2,4,0,0,2
3,69,66,49,1,31,2,15,0,0,2
2,27,24,26,1,3,1,7,0,1,4
3,48,39,110,0,20,4,9,0,0,1
1,18,52,66,1,20,1,19,0,1,2
2,24,40,39,1,4,3,5,0,1,2
2,17,42,31,0,6,2,2,0,0,1
2,9,24,26,1,3,4,1,0,1,3
2,15,46,232,0,5,4,15,0,1,2
1,62,37,43,1,10,4,1,0,1,3
1,9,41,39,0,12,4,3,0,0,1
2,71,41,73,1,10,2,23,0,1,2
2,62,59,74,1,37,1,20,0,0,2
2,20,38,237,0,19,4,13,0,0,1
1,19,33,22,1,11,1,3,0,0,5
2,49,61,21,1,28,1,8,0,0,2
3,3,64,9,0,3,2,6,1,0,1
1,33,36,41,0,2,5,10,0,0,1
2,38,44,50,0,1,4,7,0,1,1
3,42,48,27,1,14,3,5,0,1,3
1,11,26,53,0,2,3,3,0,0,1
3,27,28,58,1,0,3,0,0,0,2
3,23,50,151,0,1,4,8,0,1,1
2,4,38,54,1,13,2,4,0,0,2
3,36,42,31,0,5,1,4,0,1,1
2,37,42,115,0,10,1,22,0,1,1
3,24,58,24,1,30,1,5,0,0,2
3,4,24,17,0,1,2,2,0,0,3
3,54,33,47,0,5,2,13,0,1,2
3,7,49,36,0,8,1,0,0,1,1
1,10,28,75,0,9,4,1,0,0,1
3,24,35,41,1,10,5,6,0,1,2
3,12,31,18,0,8,4,4,0,0,1
2,45,54,171,0,25,3,33,0,1,1
3,59,55,42,1,29,3,21,0,1,2
1,3,21,36,1,1,3,0,0,1,4
3,8,35,31,0,6,5,7,0,0,1
1,16,59,207,0,5,2,37,0,1,2
3,32,33,38,0,1,1,12,0,1,1
1,8,49,134,0,14,4,9,0,1,1
1,9,28,28,1,8,3,4,0,0,3
2,12,19,15,1,0,2,0,0,1,4
2,24,43,48,1,15,4,4,0,0,6
3,72,75,14,0,48,2,6,1,1,1
3,58,61,101,0,42,4,18,0,1,1
1,70,44,87,1,24,2,18,0,0,3
3,9,25,27,0,3,1,4,0,1,1
1,49,25,27,0,1,5,0,0,1,1
3,52,54,59,0,7,3,22,0,0,1
1,10,42,294,1,10,4,9,0,1,6
1,14,52,44,1,2,3,5,0,0,2
1,19,27,35,1,3,2,4,0,0,6
3,12,36,205,1,4,4,10,0,1,4
1,65,59,732,0,27,3,31,0,1,1
1,67,40,59,1,14,3,11,0,0,2
2,29,24,23,1,3,1,7,0,0,2
3,55,46,87,0,8,2,19,0,1,1
3,71,67,110,1,25,1,23,0,1,2
3,5,44,83,1,2,3,14,0,1,3
3,60,58,63,0,0,4,21,0,1,3
2,10,40,22,0,6,3,6,0,1,1
3,52,64,43,0,44,3,7,0,0,1
2,61,43,35,1,22,2,11,0,0,3
1,61,29,48,1,5,2,11,0,0,4
2,67,47,69,1,19,3,12,0,0,3
3,41,42,26,1,12,4,5,0,0,4
1,30,28,20,0,1,1,8,0,1,1
1,24,46,43,0,12,2,6,0,0,1
1,72,75,33,0,37,1,44,1,1,1
2,17,35,66,0,7,2,11,0,0,1
2,65,72,12,0,46,2,0,1,0,1
1,15,30,90,1,8,2,11,0,0,5
1,34,33,35,0,8,3,2,0,1,1
1,26,43,51,0,23,5,4,0,1,1
2,36,45,117,0,22,3,15,0,1,1
1,60,48,100,0,29,2,26,0,1,1
1,16,54,147,0,20,1,29,0,0,4
2,1,33,53,0,5,4,6,0,1,1
3,56,30,57,1,9,5,2,0,0,4
2,6,50,37,0,5,2,0,0,0,1
2,48,34,42,0,7,3,2,0,1,1
2,34,36,50,1,17,1,4,0,0,2
2,54,42,55,1,0,4,2,0,0,5
3,38,31,42,1,2,2,7,0,1,4
2,25,55,37,0,15,1,7,0,1,1
1,47,69,228,1,17,3,39,0,1,4
1,72,62,163,1,35,5,31,0,0,2
2,6,35,28,1,6,4,3,0,1,3
1,30,51,118,1,9,5,21,0,1,2
1,65,70,115,1,9,2,39,1,1,2
1,22,44,37,1,19,4,1,0,0,2
1,60,53,93,0,32,1,28,0,0,1
2,19,32,71,0,12,4,5,0,1,1
3,18,25,26,0,4,2,7,0,1,3
1,9,37,14,1,10,4,5,0,1,6
1,1,34,18,1,6,1,0,0,1,2
3,10,28,36,1,2,4,0,0,1,3
3,45,34,43,1,14,4,0,0,0,4
1,25,28,41,1,6,4,4,0,1,4
3,66,39,66,0,1,2,15,0,1,1
1,27,67,33,0,1,4,19,1,1,1
1,19,41,53,0,5,4,6,0,0,1
2,17,41,28,1,9,4,3,0,0,6
2,16,36,58,0,13,4,4,0,0,1
1,8,42,129,1,2,4,17,0,1,3
1,3,25,65,0,0,4,0,0,1,1
3,59,57,311,0,26,3,36,0,1,1
2,45,37,57,0,2,3,14,0,1,1
1,66,62,47,0,31,2,4,0,1,1
3,28,50,25,1,7,1,3,0,0,2
1,15,38,46,1,11,5,11,0,0,3
3,39,34,51,1,10,3,13,0,1,4
3,38,33,19,0,4,2,5,0,1,2
3,34,29,26,0,5,3,4,0,1,2
3,60,57,72,1,18,5,30,1,0,2
3,72,65,71,1,33,1,41,1,1,4
1,42,42,41,1,9,2,13,0,0,8
3,32,37,44,0,9,2,7,0,0,1
3,48,50,208,1,4,4,19,0,1,2
3,63,37,45,1,1,4,9,0,1,6
3,45,27,39,1,3,3,2,0,0,4
2,68,42,89,0,16,4,12,0,0,1
1,6,29,19,1,4,2,5,0,1,2
1,68,57,15,1,33,2,0,0,1,2
3,72,68,59,1,26,2,36,1,1,2
3,53,38,20,1,15,3,6,0,1,4
3,20,51,27,1,11,4,6,0,0,3
2,70,35,48,1,4,2,9,0,0,3
3,32,47,135,0,25,2,6,0,1,1
2,61,52,19,1,23,1,0,0,0,2
1,24,25,28,1,3,4,0,0,0,3
2,56,61,12,1,14,1,16,1,1,2
3,54,59,28,0,28,2,15,0,0,1
3,43,38,18,1,7,3,8,0,1,3
1,19,35,58,0,7,3,5,0,1,1
3,5,43,72,0,16,3,17,0,1,1
1,24,61,112,1,6,4,3,0,1,4
3,62,35,28,1,2,2,8,0,1,2
2,14,40,398,0,13,5,11,0,1,1
3,60,48,106,1,22,3,21,0,1,3
2,30,74,10,1,12,1,3,1,1,2
1,40,42,108,1,16,3,17,0,0,4
2,42,50,85,1,17,2,15,0,1,4
1,20,34,51,0,14,3,9,0,1,1
1,4,22,22,1,1,2,2,0,1,3
2,44,49,66,1,2,2,8,0,1,4
3,49,63,10,0,18,2,2,1,0,1
3,5,36,34,1,2,1,4,0,1,2
3,70,50,67,1,29,1,22,0,0,4
1,30,57,19,1,16,1,1,0,0,4
2,28,48,128,0,20,4,4,0,1,1
1,5,28,39,1,3,5,1,0,0,6
2,27,35,56,0,12,1,3,0,1,1
2,17,39,45,0,12,4,10,0,1,1
1,4,37,25,1,8,1,1,0,1,5
1,30,23,24,1,0,2,1,0,1,4
3,71,40,53,1,19,4,14,0,1,2
3,67,77,49,0,55,1,45,1,1,1
3,24,48,38,1,3,1,16,0,1,2
1,24,54,84,1,7,3,10,0,1,2
2,59,54,126,0,32,1,22,0,1,1
3,59,32,73,0,9,4,5,0,0,1
3,44,37,41,1,1,4,8,0,1,6
1,19,31,22,1,0,4,2,0,0,3
2,58,46,23,1,23,1,2,0,1,2
1,41,53,94,1,22,2,25,0,0,2
2,16,33,30,0,1,3,7,0,0,4
3,13,36,31,0,11,2,0,0,0,1
1,60,53,171,0,22,1,37,0,1,1
2,72,49,102,1,23,1,27,0,1,6
2,33,39,27,0,17,4,3,0,1,1
2,72,45,98,1,25,4,20,0,1,2
1,66,54,591,1,8,4,25,0,1,2
3,53,37,25,1,7,1,2,0,1,6
2,22,28,36,1,0,4,0,0,0,4
2,14,26,25,1,1,2,0,0,1,3
1,52,49,69,0,18,2,13,0,1,2
3,33,30,22,1,5,1,0,0,0,2
3,72,66,67,0,26,2,37,1,1,1
1,40,40,73,1,3,4,12,0,1,4
2,29,26,22,0,1,4,2,0,1,1
3,63,67,9,0,22,2,12,1,0,1
2,56,54,147,0,25,3,31,0,1,1
3,60,50,239,1,26,2,19,0,1,2
3,28,22,23,1,3,3,1,0,0,5
2,39,39,29,0,19,4,6,0,0,1
3,65,39,32,1,18,2,15,0,0,4
3,29,31,30,0,7,3,7,0,1,1
3,28,36,57,0,8,2,13,0,1,2
1,2,18,20,0,0,2,0,0,0,1
3,67,52,248,0,13,2,20,0,1,3
3,5,35,59,1,9,3,8,0,1,5
3,48,35,24,0,10,2,6,0,0,1
2,10,26,25,1,4,1,4,0,1,3
2,17,28,37,0,3,3,2,0,1,1
1,21,24,30,1,0,4,0,0,1,5
2,25,51,66,0,9,4,13,0,0,2
3,44,31,16,0,8,1,3,0,0,1
2,59,49,429,0,28,4,23,0,1,2
2,11,26,20,0,7,2,4,0,0,1
2,50,68,262,1,32,3,28,0,0,2
3,23,25,28,1,2,3,1,0,1,5
1,17,19,18,0,0,2,0,0,1,2
1,15,62,144,1,3,3,21,0,0,2
2,68,57,33,1,38,1,9,0,1,2
1,69,42,19,1,23,3,0,0,1,2
1,30,24,30,1,3,1,7,0,1,5
3,22,30,41,0,8,2,8,0,0,1
2,10,20,20,1,1,2,0,0,1,4
1,72,59,65,1,12,3,21,0,1,6
2,34,24,17,1,5,4,0,0,1,2
2,43,49,66,1,18,1,22,0,0,4
3,31,37,18,1,15,4,5,0,0,3
2,6,27,26,1,5,4,2,0,0,5
2,48,42,46,0,21,4,4,0,0,1
2,50,25,19,0,6,1,5,0,0,3
3,20,41,58,1,19,2,6,0,1,2
3,61,73,25,0,10,1,21,1,0,1
2,6,21,15,0,0,2,1,0,1,1
2,1,22,35,0,2,2,2,0,0,1
1,21,43,41,0,13,2,1,0,1,1
3,7,32,71,0,1,4,3,0,0,2
3,65,56,608,1,19,3,34,0,1,2
1,64,37,44,0,10,4,9,0,1,1
3,4,30,41,0,0,2,0,0,0,2
1,67,45,83,1,22,3,11,0,1,2
2,22,35,28,0,12,2,3,0,0,2
3,51,37,101,1,17,2,10,0,1,2
1,50,28,28,0,6,1,10,0,1,1
1,31,47,35,1,18,2,0,0,0,2
3,4,28,39,0,0,2,3,0,1,1
3,60,56,51,0,19,4,11,0,0,1
3,7,31,31,1,12,2,7,0,1,6
3,20,40,209,0,2,4,15,0,1,1
2,19,23,37,1,4,3,1,0,1,4
3,58,37,64,1,5,4,8,0,1,2
3,65,64,88,0,20,3,26,0,1,1
3,72,61,61,1,34,1,8,0,0,3
3,8,42,66,0,3,3,10,0,0,1
2,33,40,19,1,14,3,5,0,0,2
3,18,34,42,1,4,2,14,0,1,5
2,24,31,41,1,6,2,13,0,0,5
3,70,36,50,0,8,1,15,0,1,1
1,7,38,70,0,4,4,4,0,0,1
3,70,59,85,0,27,1,19,0,1,1
2,20,48,45,1,21,3,2,0,1,2
3,54,32,27,1,12,1,9,0,0,2
3,36,48,29,0,28,1,2,0,0,1
3,71,53,48,1,29,4,0,0,1,2
1,17,41,32,0,4,2,3,0,0,1
1,18,45,43,1,17,1,9,0,0,3
1,16,27,16,0,8,5,0,0,1,1
3,38,30,22,1,6,2,3,0,1,2
1,52,45,40,1,19,3,9,0,1,3
1,46,48,256,1,12,3,25,0,0,6
2,31,46,144,0,23,4,13,0,0,1
2,23,31,45,0,10,4,0,0,0,2
2,38,56,34,1,34,2,0,0,1,3
2,50,54,248,0,15,3,28,0,1,1
2,16,49,41,0,17,2,5,0,0,1
2,14,34,27,1,4,4,1,0,1,2
2,30,52,17,0,23,3,3,0,1,1
3,22,47,44,1,0,4,11,0,1,3
1,38,55,135,1,12,2,24,0,0,4
3,59,26,41,1,3,4,1,0,1,3
2,54,55,587,0,1,3,33,0,0,1
3,9,40,38,0,13,4,7,0,1,1
1,67,67,49,1,38,2,10,0,1,2
2,24,44,33,0,19,3,0,0,1,2
2,12,55,36,1,13,1,5,0,1,2
1,26,47,54,0,13,3,0,0,0,1
2,3,32,58,0,4,2,11,0,0,4
2,20,46,23,0,2,5,4,0,1,2
3,5,52,97,1,0,5,9,0,0,2
3,58,53,207,0,19,3,12,0,1,1
1,54,28,21,1,2,3,3,0,0,4
2,52,39,119,0,6,3,18,0,1,1
2,38,30,25,1,10,1,5,0,1,4
2,19,46,59,0,5,3,17,0,0,1
2,22,33,24,1,2,1,3,0,0,4
1,49,35,113,1,15,4,4,0,0,5
3,5,39,22,0,0,1,0,0,1,2
2,18,69,11,0,28,1,17,1,0,1
3,43,29,33,0,4,1,13,0,1,4
3,17,50,205,0,2,5,19,0,0,1
2,37,33,41,0,4,3,8,0,1,3
2,8,39,39,0,0,1,7,0,1,1
2,51,46,107,1,8,2,21,0,1,6
1,71,55,198,1,11,1,31,0,1,3
1,56,53,100,1,23,5,14,0,1,2
3,70,68,1131,0,21,2,45,0,0,1
1,62,53,360,0,14,3,26,0,1,2
1,50,52,162,1,22,2,27,0,1,2
3,1,31,29,0,3,5,2,0,1,3
3,15,26,38,0,1,4,1,0,0,2
3,72,55,82,1,24,3,25,0,1,2
2,69,47,159,1,10,2,24,0,0,4
2,32,44,201,0,10,2,24,0,0,1
1,19,25,27,1,6,4,0,0,1,2
2,42,54,57,0,19,3,10,0,1,1
3,51,49,45,0,29,1,16,0,0,1
2,32,22,17,1,2,2,2,0,1,4
3,26,55,61,1,13,1,26,0,0,2
2,39,44,418,1,14,4,18,0,0,2
2,72,53,152,0,12,2,32,0,1,1
2,4,39,38,0,11,4,1,0,0,2
2,54,50,151,1,5,4,20,0,0,3
1,34,40,23,1,21,4,9,0,1,3
1,20,25,33,1,4,4,0,0,1,3
3,14,49,26,0,4,1,8,0,0,1
1,61,59,89,0,26,1,40,1,1,1
2,4,24,25,0,2,4,0,0,0,1
3,16,48,59,0,25,2,13,0,0,2
1,13,41,55,0,9,2,12,0,1,3
2,53,37,25,1,18,3,6,0,1,2
2,58,36,39,1,13,2,8,0,1,7
2,25,38,56,1,19,1,19,0,1,2
1,71,61,155,1,19,3,30,0,0,2
1,22,33,119,1,13,5,0,0,1,4
1,46,48,64,1,15,3,20,0,0,2
3,66,50,333,1,2,5,24,0,0,2
1,69,58,26,1,29,2,7,0,1,3
2,38,49,33,1,3,4,11,0,0,4
3,16,35,46,0,7,3,3,0,0,1
3,44,39,41,1,8,2,8,0,0,4
1,50,50,31,0,24,1,8,0,0,1
3,10,23,29,0,1,4,0,0,1,1
2,7,41,94,0,6,2,16,0,0,1
3,71,48,288,0,25,3,19,0,0,1
3,16,39,31,1,5,1,4,0,1,5
3,6,20,25,0,0,2,0,0,1,2
2,46,55,269,0,24,2,35,0,0,1
3,51,49,203,1,13,3,27,0,0,4
3,5,34,22,0,12,2,2,0,0,2
2,49,54,25,1,23,2,1,0,1,4
3,49,51,222,1,14,5,16,0,0,2
1,26,30,76,1,4,3,7,0,0,2
3,22,39,55,0,4,2,17,0,1,1
3,51,45,46,1,4,3,6,0,0,2
1,19,27,56,1,7,4,1,0,0,4
1,9,36,79,0,1,3,11,0,1,5
3,15,25,51,1,0,3,2,0,1,2
2,57,63,61,0,19,1,27,0,0,1
3,48,45,41,0,15,1,10,0,1,2
2,9,53,50,1,20,2,13,0,1,2
1,61,52,82,0,21,1,18,0,0,1
3,72,53,108,0,34,1,23,0,0,1
3,57,60,14,0,20,2,27,1,1,1
2,57,51,46,0,10,1,13,0,0,1
1,37,60,46,1,0,1,20,0,0,3
3,45,51,146,0,13,4,16,0,0,2
3,45,39,36,1,15,1,11,0,1,5
2,55,44,83,0,24,1,23,0,1,1
2,24,27,17,0,2,3,3,0,0,5
3,1,20,18,0,1,3,0,0,0,1
2,34,23,24,1,3,1,7,0,1,4
3,14,37,48,1,5,3,1,0,1,4
3,6,32,47,0,10,1,10,0,0,1
3,24,30,25,0,0,4,5,0,0,2
2,3,26,59,1,6,4,0,0,1,3
1,4,30,45,0,1,4,6,0,0,3
1,72,40,163,1,19,4,15,0,0,2
1,44,56,63,0,4,2,6,0,1,1
1,50,43,27,0,6,3,4,0,0,1
2,61,50,190,1,16,2,22,0,1,2
1,34,52,106,1,2,2,19,0,0,2
3,26,54,26,1,30,3,1,0,1,2
1,15,46,63,1,17,5,1,0,0,2
3,10,39,27,0,0,3,0,0,1,3
1,7,34,22,0,2,5,5,0,1,1
3,67,59,944,0,40,5,33,0,1,1
3,70,49,87,0,18,2,22,0,1,1
3,50,36,39,1,7,3,3,0,1,3
